Jalsa, Yes, Yes,4.1,775, Banashankari, Casual Dining,800, Buffet, Banashankari, North Indian/Mughlai/Chinese
The Wok Shop, Yes, No,3.4,7, Ulsoor, Quick Bites,500, Delivery, Frazer Town, Asian/Chinese/Momos/Fast Food/Indonesian/Korean
OCEA HOTEL, Yes, No,3.7,279, Brigade Road, Casual Dining,800, Delivery, Frazer Town, North Indian/Chinese/Seafood
7 to 11 Food Court, Yes, No,3.7,16, Banaswadi, Quick Bites,200, Delivery, Frazer Town, Fast Food/Burger/North Indian/South Indian
Vanas, Yes, No,4,72, Kammanahalli, Casual Dining,400, Delivery, Frazer Town, Mangalorean/Seafood
Kulfi Point, No, No,3.4,5, Indiranagar, Dessert Parlor,150, Delivery, Frazer Town, Desserts
Frozen Bottle, Yes, No,4,35, Brigade Road, Beverage Shop,400, Delivery, Frazer Town, Beverages/Desserts/Ice Cream
Brownie Heaven, Yes, No,4.2,34, Cunningham Road, Dessert Parlor,300, Delivery, Frazer Town, Desserts/Fast Food
C Sharp Kitchen, Yes, No,3.4,50, Church Street, Casual Dining,600, Delivery, Frazer Town, North Indian/Chinese/European
Natural Ice Cream, No, No,4.1,119, Frazer Town, Dessert Parlor,150, Delivery, Frazer Town, Ice Cream/Desserts
Misal Darbar, Yes, No,3.2,23, Indiranagar, Quick Bites,200, Delivery, Frazer Town, Maharashtrian
The Coffee Bean & Tea Leaf, Yes, No,3.8,260, MG Road, Cafe,700, Delivery, Frazer Town, Cafe
SGS Non Veg - Gundu Pulav, Yes, No,3.9,55, St. Marks Road, Quick Bites,400, Delivery, Frazer Town, Biryani/Fast Food
Chels Cafe, Yes, No,3.5,20, Cunningham Road, Cafe,500, Delivery, Frazer Town, Cafe/Burger
The Brekkie Shop, Yes, No,3.7,58, Indiranagar, Delivery,300, Delivery, Frazer Town, Healthy Food/Sandwich
The Yogisthaan Cafe, Yes, No,4.2,1208, Indiranagar, Cafe,600, Delivery, Frazer Town, Cafe/Healthy Food/Salad/Beverages
The Bong, Yes, No,3.1,38, Frazer Town, Quick Bites,300, Delivery, Frazer Town, Bengali/North Indian
Step Right Up, Yes, No,4.1,153, Vasanth Nagar, Cafe,300, Delivery, Frazer Town, Cafe/Italian
Aroma Of Asia, No, No,3.9,49, Frazer Town, Quick Bites,400, Delivery, Frazer Town, Fast Food/Momos
Tea Break Lounge, Yes, No,3.3,5, Brigade Road, Quick Bites,400, Delivery, Frazer Town, Beverages/Fast Food
The J, Yes, No,4,134, Church Street, Quick Bites,450, Delivery, Frazer Town, Fast Food/Beverages
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28, Yes, No,3.4,9, Shivajinagar, Cafe,300, Delivery, Frazer Town, Cafe
Lickity Garden, Yes, No,3.2,4, Frazer Town, Casual Dining,750, Delivery, Frazer Town, Continental/Mexican/Biryani/Italian/Chinese/Arabian/Steak
China Hut, No, No,3.8,56, Frazer Town, Kiosk,500, Delivery, Frazer Town, Chinese
Xian, Yes, Yes,3.8,81, Ulsoor, Casual Dining,800, Delivery, Frazer Town, Chinese/Thai
BLOW, Yes, Yes,4.3,950, Church Street, Cafe,750, Delivery, Frazer Town, Cafe/Continental/American/Burger
Sri Krishna Sweets, Yes, No,3.8,33, Indiranagar, Sweet Shop,250, Delivery, Frazer Town, Mithai
Ramana's, Yes, Yes,4,378, Cunningham Road, Casual Dining,850, Delivery, Frazer Town, North Indian/Chinese/Healthy Food
Meenu Oota Da Maane, Yes, No,3.2,23, Brigade Road, Casual Dining,700, Delivery, Frazer Town, Seafood/Mangalorean/Chinese
Jars, Yes, No,3.8,28, Vasanth Nagar, Delivery,650, Delivery, Frazer Town, Healthy Food/Beverages
Chaitanya Veg, Yes, No,3.2,5, Shivajinagar, Quick Bites,300, Delivery, Frazer Town, South Indian
Fatso's, Yes, No,3.8,72, Brigade Road, Cafe,650, Delivery, Frazer Town, Cafe/American/Italian/Burger
Midnight Hunger Solutions 24/7, Yes, No,2.1,254, Indiranagar, Delivery,500, Delivery, Frazer Town, North Indian/Mughlai/Chinese
Driven Cafe, Yes, No,3.4,122, Residency Road, Cafe,600, Delivery, Frazer Town, Cafe/Beverages/Fast Food
Indira Darshini, Yes, No,3.6,17, Frazer Town, Quick Bites,200, Delivery, Frazer Town, South Indian
Shanthi Sagar Deluxe, No, No,2.7,52, Frazer Town, Casual Dining,500, Delivery, Frazer Town, South Indian/North Indian/Fast Food
Kumbakonam Degree Coffee, Yes, No,3.8,66, Indiranagar, Quick Bites,200, Delivery, Frazer Town, South Indian/Fast Food
ZOROY Luxury Chocolate, Yes, No,4,68, Church Street, Dessert Parlor,250, Delivery, Frazer Town, Desserts
Little White Kitchen, Yes, No,3.8,20, Brigade Road, Quick Bites,200, Delivery, Frazer Town, Chinese/Continental/North Indian/Italian
Patisserie Nitash, No, No,4.2,142, Frazer Town, Bakery,500, Delivery, Frazer Town, Bakery
The Sugar Fairy, No, No,4.3,241, Frazer Town, Bakery,100, Delivery, Frazer Town, Bakery/Desserts
Chote Miya, No, No,3.6,16, Frazer Town, Quick Bites,500, Delivery, Frazer Town, Mughlai/Biryani/Rolls
Royal Savera, No, No,3.1,14, Frazer Town, Casual Dining,600, Delivery, Frazer Town, North Indian/Chinese
Al Sadique Restaurant, No, No,3.5,31, Frazer Town, Quick Bites,350, Delivery, Frazer Town, Mughlai/North Indian/Street Food
Marathi Biriyani House, Yes, No,3.3,6, Frazer Town, Quick Bites,300, Delivery, Frazer Town, South Indian/Biryani
Lychees Restaurant, No, No,3.2,53, Frazer Town, Quick Bites,400, Delivery, Frazer Town, Fast Food
New Taj Biryani Centre, No, No,3.5,17, Frazer Town, Quick Bites,350, Delivery, Frazer Town, Biryani/South Indian
Mom Made Food, No, No,3.4,11, Frazer Town, Quick Bites,400, Delivery, Frazer Town, Biryani/Kerala
Mothers Recipe Restaurant, No, No,3.1,11, Frazer Town, Casual Dining,600, Delivery, Frazer Town, South Indian/North Indian/Chinese
The Jungle Terrace, Yes, No,3.5,13, Brigade Road, Casual Dining,600, Delivery, Frazer Town, Continental/Mexican/Lebanese
Mini Fast Food, No, No,3.1,11, Frazer Town, Quick Bites,150, Delivery, Frazer Town, Fast Food/Chinese
New Prashanthi Donne Biryani, No, No,3.3,6, Frazer Town, Quick Bites,300, Delivery, Frazer Town, Biryani
Night Food Joint, No, No,2.9,142, Frazer Town, Delivery,500, Delivery, Frazer Town, North Indian/Chinese
Just Baked, No, No,3.4,11, Frazer Town, Bakery,400, Delivery, Frazer Town, Bakery/Desserts
Siddique Kabab Centre, Yes, No,3.9,431, Frazer Town, Casual Dining,550, Delivery, Frazer Town, Mughlai/Kebab/Chinese
L'inoui, No, No,3.5,6, Frazer Town, Dessert Parlor,400, Delivery, Frazer Town, Desserts
Leia Soul Food, No, No,3.8,41, Frazer Town, Bakery,500, Delivery, Frazer Town, Bakery
Baker Ree, No, No,3.7,22, Frazer Town, Delivery,200, Delivery, Frazer Town, Bakery/Desserts
Siridhanya Upahara Darshini, Yes, No,3.4,5, Frazer Town, Casual Dining,400, Delivery, Frazer Town, South Indian
Maddy's Cafe, Yes, No,3.8,35, Kammanahalli, Cafe,500, Delivery, Frazer Town, Cafe/Continental
Norsha Caffe, Yes, No,3.3,6, Commercial Street, Cafe,400, Delivery, Frazer Town, Cafe
Manjit Da Dhaba, Yes, No,4.3,783, Frazer Town, Quick Bites,300, Delivery, Frazer Town, North Indian
Sunny Side Bistro, Yes, No,3.8,362, Frazer Town, Cafe,700, Delivery, Frazer Town, Cafe/Continental
Northern Route, Yes, No,4.1,162, St. Marks Road, Quick Bites,300, Delivery, Frazer Town, North Indian/Street Food
Hotel Ramprasad, Yes, No,4.2,93, Brigade Road, Quick Bites,300, Delivery, Frazer Town, South Indian/Chinese
The Teal Door Cafe, Yes, No,4.2,1876, Indiranagar, Cafe,800, Delivery, Frazer Town, Cafe/Continental
Smokie Brownie, No, No,3.2,7, Brigade Road, Cafe,600, Delivery, Frazer Town, Cafe
Naidu Military Hotel, Yes, No,3.5,13, Kammanahalli, Quick Bites,250, Delivery, Frazer Town, South Indian
Roll Junction, Yes, No,2.9,56, Cunningham Road, Quick Bites,150, Delivery, Frazer Town, Fast Food/Rolls
Kerala Kitchen, Yes, No,3.2,33, Brigade Road, Quick Bites,200, Delivery, Frazer Town, Kerala/South Indian
Homemade Food, Yes, No,3.8,24, Indiranagar, Takeaway,200, Delivery, Frazer Town, South Indian
Hunger Twist, Yes, No,3.8,60, Kalyan Nagar, Delivery,300, Delivery, Frazer Town, Fast Food/Burger
Gundappa Donne Biryani, No, No,2.5,90, Indiranagar, Quick Bites,300, Delivery, Frazer Town, Biryani
Bon Sante, No, No,3.6,104, Brigade Road, Cafe,800, Delivery, Frazer Town, Cafe/Continental/Italian
The Gluten Free Baking Co., No, No,3.8,41, Banaswadi, Bakery,400, Delivery, Frazer Town, Bakery
Chocolate Junction, No, No,3.8,29, Ulsoor, Dessert Parlor,200, Delivery, Frazer Town, Desserts
Express Food Delivery, No, No,2.8,38, Ulsoor, Delivery,500, Delivery, Frazer Town, North Indian/Chinese
Kanis Kitchen, No, No,3.6,14, Shivajinagar, Quick Bites,250, Delivery, Frazer Town, South Indian
Kinara Tiffany, No, No,3.6,15, Vasanth Nagar, Quick Bites,100, Delivery, Frazer Town, South Indian
Raidan Oven, No, No,3.3,4, Frazer Town, Quick Bites,300, Delivery, Frazer Town, Rolls/Arabian
Cafe Cerrise, Yes, No,3.8,96, Ulsoor, Cafe,600, Delivery, Frazer Town, Cafe/Continental/Salad
Arina's, No, No,3.3,5, Frazer Town, Quick Bites,250, Delivery, Frazer Town, Fast Food/Chinese
Delices, Yes, No,3.1,6, Ulsoor, Bakery,400, Delivery, Frazer Town, Bakery/Desserts
Kaulige Millet Corner, Yes, No,4,32, Brigade Road, Quick Bites,300, Delivery, Frazer Town, Healthy Food/South Indian
Sartaj Ambur Dum Biryani, No, No,3.2,4, Frazer Town, Quick Bites,150, Delivery, Frazer Town, Biryani
Bada Bing Burgers, Yes, No,3.5,13, Frazer Town, Delivery,300, Delivery, Frazer Town, Burger/Desserts
Healthy Sapiens, Yes, No,3.8,22, Frazer Town, Delivery,300, Delivery, Frazer Town, American/European/Healthy Food
Rawal Jalebi, Yes, No,3.5,9, Commercial Street, Dessert Parlor,100, Delivery, Frazer Town, Desserts
Sri Ayodhya Veg, No, No,3.6,24, Vasanth Nagar, Quick Bites,300, Delivery, Frazer Town, South Indian/North Indian/Chinese
Rich Bowl, Yes, No,3.5,24, Frazer Town, Quick Bites,450, Delivery, Frazer Town, North Indian/Chinese/Seafood/Rolls
Taj Hotel, Yes, No,3.7,110, Shivajinagar, Casual Dining,550, Delivery, Frazer Town, North Indian/Chinese
Curries And Pickles, Yes, No,3.8,77, Indiranagar, Quick Bites,250, Delivery, Frazer Town, Andhra/North Indian/Biryani
Tasty King, Yes, No,3.4,8, RT Nagar, Quick Bites,400, Delivery, Frazer Town, South Indian/North Indian/Chinese
Cool Corner Arun Ice Cream, No, No,3.5,8, Frazer Town, Dessert Parlor,200, Delivery, Frazer Town, Desserts/Ice Cream
Eatato Snack Bar, No, No,3.3,11, Brigade Road, Casual Dining,400, Delivery, Frazer Town, North Indian/Fast Food
Akshaya Sambrama Veg Restaurant, No, No,3.2,13, Vasanth Nagar, Quick Bites,200, Delivery, Frazer Town, South Indian/Chinese
Rotti Mane, Yes, No,3.5,21, Indiranagar, Quick Bites,200, Delivery, Frazer Town, South Indian
Cafe Kaara, No, No,4.2,164, Ulsoor, Cafe,750, Delivery, Frazer Town, Cafe/Salad/Desserts/Pizza
CAMP TANDOOR, Yes, No,3.7,15, Ulsoor, Quick Bites,300, Delivery, Frazer Town, North Indian
Peppa Zzing, Yes, No,4.3,1133, Infantry Road, Cafe,800, Delivery, Frazer Town, Cafe/Fast Food/Burger
KAARA BY THE LAKE, No, No,4,47, Ulsoor, Cafe,750, Delivery, Frazer Town, Cafe/Italian/Coffee
Meat And Eat, Yes, No,3.3,33, Banaswadi, Quick Bites,500, Delivery, Frazer Town, Fast Food/Burger
Juicemaker, No, No,3.8,29, Cunningham Road, Beverage Shop,400, Delivery, Frazer Town, Beverages/Fast Food
New Prashanth Naati Style, No, No,3.8,29, Cunningham Road, Quick Bites,400, Delivery, Frazer Town, South Indian/Biryani
Konark Vegetarian Restaurant, No, No,4.1,407, Commercial Street, Casual Dining,700, Delivery, Frazer Town, North Indian/Chinese/South Indian
California Burrito, No, No,4,53, Cunningham Road, Quick Bites,400, Delivery, Frazer Town, Mexican/Fast Food
Rolls On Wheels, No, No,3.7,61, Cunningham Road, Quick Bites,200, Delivery, Frazer Town, Fast Food/Rolls/Momos
Grand Spicy Restaurant, No, No,3.6,34, Cunningham Road, Casual Dining,700, Delivery, Frazer Town, North Indian/Mughlai/Chinese
Cafe Nibras, No, No,3.4,10, Banaswadi, Cafe,400, Delivery, Frazer Town, Cafe/Continental
Food Corner, No, No,3.3,7, RT Nagar, Quick Bites,250, Delivery, Frazer Town, North Indian/Chinese/Fast Food
Indy's Comfort Food, No, No,4.1,399, Shivajinagar, Quick Bites,300, Delivery, Frazer Town, North Indian/Beverages/Fast Food
Bearys Restaurant, No, No,3.3,6, RT Nagar, Casual Dining,450, Delivery, Frazer Town, South Indian/North Indian
Mughals Restaurant, No, No,3.2,17, Shivajinagar, Casual Dining,550, Delivery, Frazer Town, Mughlai/North Indian/Chinese/Biryani/Seafood
Chaithanya Andhra Style Family Restaurant, No, No,3.2,4, Cunningham Road, Casual Dining,600, Delivery, Frazer Town, Andhra/North Indian/Chinese
New Kohinoor Hotel, No, No,3.2,9, Commercial Street, Casual Dining,450, Delivery, Frazer Town, North Indian
Spicy Restaurant, No, No,3,25, Vasanth Nagar, Quick Bites,400, Delivery, Frazer Town, North Indian/Chinese
Painted Platters, No, No,3.9,38, Ulsoor, Bakery,300, Delivery, Frazer Town, Bakery/Desserts
Little Paramount Restaurants, No, No,3.6,32, Vasanth Nagar, Quick Bites,400, Delivery, Frazer Town, Mughlai/North Indian
Bhaiyaji Food Court, No, No,3.4,27, MG Road, Quick Bites,300, Delivery, Frazer Town, North Indian/Mithai
Coastal Creek, No, No,3.3,13, Vasanth Nagar, Casual Dining,600, Delivery, Frazer Town, North Indian/Continental/South Indian
The Lovin' Oven Cakery, No, No,3.5,11, Banaswadi, Bakery,500, Delivery, Frazer Town, Bakery/Desserts
Malabar Kitchen, Yes, No,3.2,5, Commercial Street, Quick Bites,300, Delivery, Frazer Town, Kerala/North Indian/Chinese
Upsouth, Yes, No,3.8,51, Banaswadi, Food Court,300, Delivery, Frazer Town, South Indian
Belly Deli, Yes, No,4.1,179, Frazer Town, Delivery,400, Delivery, Frazer Town, Fast Food/Biryani
Nawab's Kolkatta Roll, No, No,3.4,5, Brigade Road, Kiosk,150, Delivery, Frazer Town, Street Food/Rolls
Sotang's, No, No,3.3,9, Kammanahalli, Quick Bites,250, Delivery, Frazer Town, North Indian/Chinese
Royal Restaurant, No, No,3.2,7, Shivajinagar, Quick Bites,200, Delivery, Frazer Town, North Indian/Chinese
Shree Sadguru Refreshment, No, No,3.2,4, Ulsoor, Quick Bites,400, Delivery, Frazer Town, South Indian/Chinese
Shan Restaurant, Yes, No,3,20, Brigade Road, Quick Bites,400, Delivery, Frazer Town, Kerala/Chinese/South Indian/North Indian
Hotel Fine, Yes, No,3.5,24, Vasanth Nagar, Casual Dining,450, Delivery, Frazer Town, North Indian/Chinese
Baahubelly, Yes, No,3.7,68, Brigade Road, Casual Dining,500, Delivery, Frazer Town, South Indian/North Indian
Hatti Punjab Di, Yes, No,2.8,20, Brigade Road, Casual Dining,550, Delivery, Frazer Town, North Indian/Chinese
Juice Shop, Yes, No,3.3,11, Brigade Road, Quick Bites,200, Delivery, Frazer Town, Street Food/Beverages
Home Treat, No, No,3.1,7, Brigade Road, Quick Bites,150, Delivery, Frazer Town, North Indian
The Rennan's Cafe, Yes, No,2.9,48, Kammanahalli, Quick Bites,250, Delivery, Frazer Town, Chinese/Fast Food/Momos
Ambur Hot Dum Biryani, No, No,3.2,6, Ulsoor, Quick Bites,300, Delivery, Frazer Town, Biryani
Sri Rama, No, No,3.2,4, Shivajinagar, Quick Bites,200, Delivery, Frazer Town, South Indian
Pooja Veg, Yes, No,3.1,9, Frazer Town, Quick Bites,100, Delivery, Frazer Town, South Indian
Bhajanka's Restaurant, Yes, No,3.6,21, Kammanahalli, Casual Dining,700, Delivery, Frazer Town, Street Food/North Indian/Continental/Beverages
CK's Bakery, Yes, No,3.5,4, City Market, Bakery,200, Delivery, Frazer Town, Bakery/Fast Food
Eatapita, Yes, No,4,128, Kammanahalli, Quick Bites,600, Delivery, Frazer Town, Arabian/Pizza/Greek/Lebanese/Mediterranean
Cream Factory, Yes, No,3.5,16, RT Nagar, Dessert Parlor,400, Delivery, Frazer Town, Desserts
Funjabi, Yes, No,3.5,140, Church Street, Casual Dining,600, Delivery, Frazer Town, North Indian
Debby's Kitchen, Yes, No,3.6,16, Frazer Town, Quick Bites,250, Delivery, Frazer Town, Modern Indian/American/Chinese
Cafe Jezve, Yes, No,3.8,18, Koramangala 5th Block, Cafe,500, Delivery, Frazer Town, Cafe
Albert Bakery, No, No,4.3,346, Frazer Town, Bakery,150, Desserts, Frazer Town, Bakery/Fast Food
Corner House Ice Cream, No, No,4.1,219, Frazer Town, Dessert Parlor,400, Desserts, Frazer Town, Ice Cream/Desserts
Komala Refreshments, No, No,4,102, Frazer Town, Quick Bites,150, Desserts, Frazer Town, South Indian
Natural Ice Cream, No, No,4.1,119, Frazer Town, Dessert Parlor,150, Desserts, Frazer Town, Ice Cream/Desserts
Sultan's Creams & Faloodas, Yes, No,3.3,4, Frazer Town, Dessert Parlor,150, Desserts, Frazer Town, Ice Cream/Beverages
Patisserie Nitash, No, No,4.2,142, Frazer Town, Bakery,500, Desserts, Frazer Town, Bakery
Anand Sweets and Savouries, No, No,3.9,42, Frazer Town, Sweet Shop,400, Desserts, Frazer Town, Mithai/Street Food
The Sugar Fairy, No, No,4.3,241, Frazer Town, Bakery,100, Desserts, Frazer Town, Bakery/Desserts
Cream Chemistry, Yes, No,3.9,149, Frazer Town, Dessert Parlor,500, Desserts, Frazer Town, Ice Cream/Desserts
Luna Sweets, No, No,3.6,19, Frazer Town, Dessert Parlor,100, Desserts, Frazer Town, Desserts/Mithai
The Lassi Park, No, No,3.8,37, Frazer Town, Beverage Shop,200, Desserts, Frazer Town, Juices/Desserts
Ibaco, Yes, No,3.7,54, Frazer Town, Dessert Parlor,300, Desserts, Frazer Town, Desserts
Thomson's Bakery, No, No,3.5,7, Frazer Town, Bakery,300, Desserts, Frazer Town, Bakery
Cool Corner Arun Ice Cream, No, No,3.5,8, Frazer Town, Dessert Parlor,200, Desserts, Frazer Town, Desserts/Ice Cream
Atty's Bakery, Yes, No,4,73, Frazer Town, Bakery,250, Desserts, Frazer Town, Bakery
The Bakery World, No, No,3.2,5, Frazer Town, Bakery,250, Desserts, Frazer Town, Bakery/Desserts
L'inoui, No, No,3.5,6, Frazer Town, Dessert Parlor,400, Desserts, Frazer Town, Desserts
Sweet Chariot, No, No,3.1,20, Frazer Town, Dessert Parlor,500, Desserts, Frazer Town, Bakery/Fast Food
Cream Stone, Yes, No,4,80, Frazer Town, Dessert Parlor,500, Desserts, Frazer Town, Desserts/Beverages
Leia Soul Food, No, No,3.8,41, Frazer Town, Bakery,500, Desserts, Frazer Town, Bakery
Just Baked, No, No,3.4,11, Frazer Town, Bakery,400, Desserts, Frazer Town, Bakery/Desserts
Baker Ree, No, No,3.7,22, Frazer Town, Delivery,200, Desserts, Frazer Town, Bakery/Desserts
Cafe D'Costa, No, No,3.8,40, Frazer Town, Bakery,200, Desserts, Frazer Town, Bakery
Baskin Robbins, Yes, No,3.1,21, Frazer Town, Dessert Parlor,250, Desserts, Frazer Town, Ice Cream/Desserts
Bhagatram Sweets, No, No,3.6,223, Commercial Street, Quick Bites,300, Desserts, Frazer Town, Street Food/Mithai
Rawal Jalebi, Yes, No,3.5,9, Commercial Street, Dessert Parlor,100, Desserts, Frazer Town, Desserts
Tewari Bros Mithai Shoppie, Yes, No,3.8,59, Commercial Street, Sweet Shop,300, Desserts, Frazer Town, Fast Food/Mithai
Santhanam Sweets & Savouries, No, No,3.9,35, Commercial Street, Sweet Shop,150, Desserts, Frazer Town, Mithai/Street Food
Shilpa Veg, No, No,3.6,37, Shivajinagar, Quick Bites,250, Desserts, Frazer Town, South Indian/Street Food/Beverages/Desserts
Excelsior Bakery, No, No,3.6,15, Shivajinagar, Bakery,100, Desserts, Frazer Town, Bakery
Up Bhavan, No, No,3.4,6, Commercial Street, Sweet Shop,150, Desserts, Frazer Town, Mithai/Street Food
Delhi Bhavan, No, No,3.4,11, Commercial Street, Quick Bites,150, Desserts, Frazer Town, Street Food/Mithai
S R & Sons Bakery, No, No,3.5,10, Commercial Street, Dessert Parlor,100, Desserts, Frazer Town, Bakery
Belgian Waffle Factory, Yes, No,4.8,392, Vasanth Nagar, Dessert Parlor,400, Desserts, Frazer Town, Desserts
Skoolroom, Yes, No,4.3,570, Ulsoor, Cafe,700, Desserts, Frazer Town, Cafe/Continental/Italian/Burger/Beverages
Amma's Pastries, No, No,4,98, Ulsoor, Dessert Parlor,400, Desserts, Frazer Town, Bakery
Bangalore Masala House, Yes, No,4.2,255, Vasanth Nagar, Cafe,500, Desserts, Frazer Town, Cafe/Continental/Fast Food
Frozen Bottle, Yes, No,3.7,19, Infantry Road, Beverage Shop,400, Desserts, Frazer Town, Beverages/Desserts/Ice Cream
The Gluten Free Baking Co., No, No,3.8,41, Banaswadi, Bakery,400, Desserts, Frazer Town, Bakery
CK's Bakery, Yes, No,3.5,4, City Market, Bakery,200, Desserts, Frazer Town, Bakery/Fast Food
Waffle Stories, Yes, No,3.8,31, Banaswadi, Food Court,300, Desserts, Frazer Town, Desserts/Beverages
Chocolate Junction, No, No,3.8,29, Ulsoor, Dessert Parlor,200, Desserts, Frazer Town, Desserts
Brownie Heaven, Yes, No,4.2,34, Cunningham Road, Dessert Parlor,300, Desserts, Frazer Town, Desserts/Fast Food
Just Bake, Yes, No,3.8,12, MG Road, Bakery,400, Desserts, Frazer Town, Bakery/Desserts
Sweet Truth, Yes, No,3.7,21, Vasanth Nagar, Delivery,500, Desserts, Frazer Town, Bakery/Desserts
Ice N Spice, No, No,3.7,17, MG Road, Dessert Parlor,200, Desserts, Frazer Town, Desserts
Shilpa Gulati's Desserts, No, No,3.6,17, Cunningham Road, Bakery,600, Desserts, Frazer Town, Bakery
Painted Platters, No, No,3.9,38, Ulsoor, Bakery,300, Desserts, Frazer Town, Bakery/Desserts
